state,Year,Month,deaths_covid,deaths_covid_coverage
SD,2023,9,9.0,14
SD,2023,10,0.0,5
TN,2020,3,5.0,62
TN,2020,4,185.0,1675
TN,2020,5,76.0,1897
TN,2020,6,79.0,1573
TN,2020,7,409.0,2577
TN,2020,8,539.0,3318
TN,2020,9,462.0,3634
TN,2020,10,596.0,4013
TN,2020,11,1875.0,3473
TN,2020,12,1541.0,3487
TN,2021,1,1818.0,3465
TN,2021,2,641.0,3114
TN,2021,3,362.0,3418
TN,2021,4,460.0,3321
TN,2021,5,308.0,3422
TN,2021,6,138.0,3357
TN,2021,7,162.0,3469
TN,2021,8,1071.0,3477
TN,2021,9,2207.0,3364
TN,2021,10,1186.0,3936
TN,2021,11,469.0,3982
TN,2021,12,617.0,4163
TN,2022,1,1390.0,4009
TN,2022,2,489.0,1846
TN,2022,3,157.0,1796
TN,2022,4,37.0,1745
TN,2022,5,37.0,1763
TN,2022,6,79.0,1728
TN,2022,7,103.0,1783
TN,2022,8,107.0,1701
TN,2022,9,88.0,1385
TN,2022,10,78.0,1370
TN,2022,11,81.0,1265
TN,2022,12,94.0,1249
TN,2023,1,124.0,1204
TN,2023,2,71.0,1099
TN,2023,3,74.0,1172
TN,2023,4,53.0,1152
TN,2023,5,29.0,1184
TN,2023,6,18.0,1080
TN,2023,7,22.0,1007
TN,2023,8,25.0,1002
TN,2023,9,56.0,1143
TN,2023,10,24.0,958
TX,2020,1,0.0,31
TX,2020,2,0.0,20
TX,2020,3,66.0,824
TX,2020,4,543.0,7735
TX,2020,5,956.0,9106
TX,2020,6,699.0,7731
TX,2020,7,4101.0,10248
TX,2020,8,3465.0,16625
TX,2020,9,1574.0,16418
TX,2020,10,1832.0,17769
TX,2020,11,3345.0,17371
TX,2020,12,4969.0,18048
TX,2021,1,6872.0,18161
TX,2021,2,4140.0,16395
TX,2021,3,1921.0,18178
TX,2021,4,993.0,17641
TX,2021,5,798.0,18245
TX,2021,6,516.0,17436
TX,2021,7,879.0,17439
TX,2021,8,4608.0,17436
TX,2021,9,6333.0,17028
TX,2021,10,3120.0,17631
TX,2021,11,1261.0,16410
TX,2021,12,1448.0,17590
TX,2022,1,3952.0,17269
TX,2022,2,2968.0,15599
TX,2022,3,737.0,17292
TX,2022,4,247.0,16789
TX,2022,5,183.0,17151
TX,2022,6,303.0,16717
TX,2022,7,633.0,17312
TX,2022,8,629.0,17046
TX,2022,9,439.0,15024
TX,2022,10,300.0,14987
TX,2022,11,283.0,14034
TX,2022,12,564.0,14360
TX,2023,1,716.0,13827
TX,2023,2,302.0,7474
TX,2023,3,74.0,1909
TX,2023,4,50.0,1853
TX,2023,5,45.0,2003
TX,2023,6,31.0,1830
TX,2023,7,32.0,1781
TX,2023,8,64.0,1796
TX,2023,9,72.0,2053
TX,2023,10,65.0,1637
UT,2020,3,0.0,11
UT,2020,4,38.0,1136
UT,2020,5,31.0,1149
UT,2020,6,27.0,994
UT,2020,7,29.0,1183
UT,2020,8,26.0,1559
UT,2020,9,11.0,1556
UT,2020,10,41.0,1666
UT,2020,11,75.0,1684
UT,2020,12,115.0,1747
UT,2021,1,81.0,1750
UT,2021,2,27.0,1576
UT,2021,3,25.0,1739
UT,2021,4,15.0,1695
UT,2021,5,12.0,1775
UT,2021,6,16.0,1710
UT,2021,7,23.0,1775
UT,2021,8,67.0,1769
UT,2021,9,86.0,1696
UT,2021,10,110.0,1751
UT,2021,11,78.0,1681
UT,2021,12,78.0,1750
UT,2022,1,66.0,1501
UT,2022,2,42.0,1219
UT,2022,3,11.0,1326
UT,2022,4,2.0,1286
UT,2022,5,2.0,1275
UT,2022,6,10.0,1221
UT,2022,7,8.0,1253
UT,2022,8,4.0,1226
UT,2022,9,3.0,1136
UT,2022,10,1.0,1171
UT,2022,11,6.0,1132
UT,2022,12,10.0,767
UT,2023,1,6.0,439
UT,2023,2,2.0,396
UT,2023,3,3.0,436
UT,2023,4,2.0,417
UT,2023,5,2.0,424
UT,2023,6,3.0,395
UT,2023,7,0.0,394
UT,2023,8,4.0,394
UT,2023,9,3.0,393
UT,2023,10,3.0,362
VA,2020,3,2.0,21
VA,2020,4,175.0,1058
VA,2020,5,155.0,1367
VA,2020,6,87.0,1181
VA,2020,7,104.0,1489
VA,2020,8,215.0,2240
VA,2020,9,226.0,2630
VA,2020,10,258.0,3101
VA,2020,11,395.0,3060
VA,2020,12,870.0,3161
VA,2021,1,1312.0,3135
VA,2021,2,797.0,2802
VA,2021,3,402.0,3086
VA,2021,4,309.0,3009
VA,2021,5,241.0,3085
VA,2021,6,110.0,2981
VA,2021,7,82.0,3108
VA,2021,8,386.0,3136
VA,2021,9,859.0,3076
VA,2021,10,750.0,3176
VA,2021,11,451.0,3062
VA,2021,12,780.0,3176
VA,2022,1,1264.0,2644
VA,2022,2,685.0,2060
VA,2022,3,328.0,2173
VA,2022,4,183.0,2058
VA,2022,5,223.0,2135
VA,2022,6,217.0,2090
VA,2022,7,278.0,2142
VA,2022,8,256.0,2103
VA,2022,9,262.0,1837
VA,2022,10,235.0,1803
VA,2022,11,370.0,1701
VA,2022,12,371.0,1888
VA,2023,1,333.0,1958
VA,2023,2,206.0,1762
VA,2023,3,337.0,1952
VA,2023,4,114.0,1888
VA,2023,5,171.0,1957
VA,2023,6,196.0,1857
VA,2023,7,198.0,1861
VA,2023,8,220.0,1861
VA,2023,9,158.0,1887
VA,2023,10,112.0,1714
VI,2020,4,0.0,0
VI,2020,5,0.0,0
VI,2020,6,0.0,0
VI,2020,7,1.0,22
VI,2020,8,3.0,62
VI,2020,9,4.0,60
VI,2020,10,0.0,62
VI,2020,11,3.0,60
VI,2020,12,0.0,62
VI,2021,1,0.0,62
VI,2021,2,0.0,56
VI,2021,3,0.0,62
VI,2021,4,1.0,60
VI,2021,5,0.0,62
VI,2021,6,2.0,60
VI,2021,7,7.0,62
VI,2021,8,13.0,62
VI,2021,9,11.0,60
VI,2021,10,7.0,62
VI,2021,11,2.0,60
VI,2021,12,1.0,62
VI,2022,1,0.0,16
VI,2022,2,0.0,0
VI,2022,3,0.0,0
VI,2022,4,0.0,0
VI,2022,5,0.0,0
VI,2022,6,0.0,0
VI,2022,7,0.0,0
VI,2022,8,0.0,0
VI,2022,9,0.0,0
VI,2022,10,0.0,0
VI,2022,11,0.0,0
VI,2022,12,0.0,14
VI,2023,1,0.0,31
VI,2023,2,0.0,28
VI,2023,3,0.0,31
VI,2023,4,0.0,30
VI,2023,5,0.0,31
VI,2023,6,0.0,30
VI,2023,7,0.0,31
VI,2023,8,0.0,31
VI,2023,9,0.0,30
VI,2023,10,0.0,28
VT,2020,3,0.0,37
VT,2020,4,12.0,300
VT,2020,5,3.0,354
VT,2020,6,2.0,330
VT,2020,7,2.0,299
VT,2020,8,3.0,400
VT,2020,9,0.0,476
VT,2020,10,1.0,496
VT,2020,11,3.0,458
VT,2020,12,6.0,496
VT,2021,1,8.0,496
VT,2021,2,13.0,448
VT,2021,3,11.0,496
VT,2021,4,7.0,480
VT,2021,5,2.0,496
VT,2021,6,1.0,480
VT,2021,7,1.0,496
VT,2021,8,6.0,496
VT,2021,9,14.0,480
VT,2021,10,12.0,496
VT,2021,11,16.0,480
VT,2021,12,40.0,496
VT,2022,1,32.0,496
VT,2022,2,5.0,28
VT,2022,3,5.0,31
VT,2022,4,6.0,30
VT,2022,5,7.0,31
VT,2022,6,4.0,89
VT,2022,7,4.0,263
VT,2022,8,42.0,253
VT,2022,9,4.0,224
VT,2022,10,5.0,200
VT,2022,11,7.0,168
VT,2022,12,6.0,117
VT,2023,1,7.0,71
VT,2023,2,7.0,62
VT,2023,3,5.0,68
VT,2023,4,5.0,71
VT,2023,5,1.0,70
VT,2023,6,0.0,66
VT,2023,7,1.0,74
VT,2023,8,3.0,71
VT,2023,9,2.0,70
VT,2023,10,4.0,67
WA,2020,2,0.0,2
WA,2020,3,13.0,147
WA,2020,4,224.0,1479
WA,2020,5,106.0,1804
WA,2020,6,93.0,1807
WA,2020,7,106.0,1873
WA,2020,8,140.0,2571
WA,2020,9,78.0,2838
WA,2020,10,110.0,3034
WA,2020,11,211.0,3017
WA,2020,12,486.0,3116
WA,2021,1,345.0,3116
WA,2021,2,237.0,2804
WA,2021,3,111.0,3088
WA,2021,4,169.0,3009
WA,2021,5,176.0,3072
WA,2021,6,152.0,2982
WA,2021,7,109.0,3105
WA,2021,8,421.0,3087
WA,2021,9,744.0,3002
WA,2021,10,511.0,3105
WA,2021,11,486.0,2990
WA,2021,12,386.0,3106
WA,2022,1,708.0,2771
WA,2022,2,538.0,2392
WA,2022,3,200.0,2646
WA,2022,4,137.0,2567
WA,2022,5,114.0,2605
WA,2022,6,259.0,2523
WA,2022,7,191.0,2297
WA,2022,8,158.0,1154
WA,2022,9,133.0,1055
WA,2022,10,86.0,1056
WA,2022,11,134.0,1014
WA,2022,12,158.0,752
WA,2023,1,123.0,668
WA,2023,2,122.0,626
WA,2023,3,110.0,682
WA,2023,4,83.0,660
WA,2023,5,77.0,661
WA,2023,6,22.0,184
WA,2023,7,7.0,83
WA,2023,8,3.0,57
WA,2023,9,10.0,84
WA,2023,10,3.0,70
WI,2020,3,2.0,103
WI,2020,4,60.0,1603
WI,2020,5,52.0,3262
WI,2020,6,26.0,3245
WI,2020,7,431.0,3046
WI,2020,8,1481.0,3592
WI,2020,9,1570.0,3939
WI,2020,10,1370.0,4317
WI,2020,11,989.0,4338
WI,2020,12,842.0,4482
WI,2021,1,551.0,4481
WI,2021,2,257.0,4061
WI,2021,3,133.0,4480
WI,2021,4,107.0,4338
WI,2021,5,131.0,4472
WI,2021,6,40.0,4325
WI,2021,7,62.0,4485
WI,2021,8,193.0,4468
WI,2021,9,426.0,4334
WI,2021,10,482.0,4475
WI,2021,11,487.0,4304
WI,2021,12,796.0,4463
WI,2022,1,477.0,2192
WI,2022,2,35.0,661
WI,2022,3,13.0,717
WI,2022,4,7.0,731
WI,2022,5,14.0,777
WI,2022,6,13.0,752
WI,2022,7,19.0,790
WI,2022,8,16.0,781
WI,2022,9,19.0,718
WI,2022,10,14.0,737
WI,2022,11,20.0,496
WI,2022,12,53.0,765
WI,2023,1,39.0,938
WI,2023,2,12.0,534
WI,2023,3,21.0,526
WI,2023,4,6.0,506
WI,2023,5,6.0,629
WI,2023,6,0.0,624
WI,2023,7,2.0,659
WI,2023,8,6.0,658
WI,2023,9,9.0,650
WI,2023,10,9.0,601
WV,2020,1,0.0,4
WV,2020,2,0.0,1
WV,2020,3,2.0,96
WV,2020,4,52.0,1256
WV,2020,5,29.0,1549
WV,2020,6,18.0,1458
WV,2020,7,27.0,1431
WV,2020,8,47.0,1806
WV,2020,9,70.0,1770
WV,2020,10,85.0,1821
WV,2020,11,180.0,1733
WV,2020,12,413.0,1797
WV,2021,1,393.0,1797
WV,2021,2,169.0,1620
WV,2021,3,70.0,1789
WV,2021,4,82.0,1746
WV,2021,5,114.0,1787
WV,2021,6,47.0,1720
WV,2021,7,32.0,1798
WV,2021,8,147.0,1829
WV,2021,9,445.0,1770
WV,2021,10,456.0,1823
WV,2021,11,285.0,1767
WV,2021,12,267.0,1818
WV,2022,1,256.0,1506
WV,2022,2,1.0,228
WV,2022,3,0.0,246
WV,2022,4,0.0,234
WV,2022,5,0.0,232
WV,2022,6,0.0,211
WV,2022,7,1.0,217
WV,2022,8,0.0,217
WV,2022,9,0.0,126
WV,2022,10,0.0,98
WV,2022,11,0.0,90
WV,2022,12,0.0,96
WV,2023,1,0.0,98
WV,2023,2,0.0,84
WV,2023,3,0.0,93
WV,2023,4,0.0,90
WV,2023,5,0.0,93
WV,2023,6,0.0,48
WV,2023,7,0.0,0
WV,2023,8,0.0,0
WV,2023,9,0.0,45
WV,2023,10,0.0,4
WY,2020,3,0.0,63
WY,2020,4,7.0,546
WY,2020,5,4.0,617
WY,2020,6,3.0,606
WY,2020,7,7.0,692
WY,2020,8,2.0,797
WY,2020,9,17.0,746
WY,2020,10,26.0,815
WY,2020,11,53.0,862
WY,2020,12,77.0,890
WY,2021,1,40.0,897
WY,2021,2,14.0,807
WY,2021,3,5.0,885
WY,2021,4,8.0,861
WY,2021,5,11.0,870
WY,2021,6,17.0,847
WY,2021,7,25.0,883
WY,2021,8,41.0,879
WY,2021,9,88.0,854
WY,2021,10,97.0,883
WY,2021,11,92.0,850
WY,2021,12,58.0,883
WY,2022,1,21.0,586
WY,2022,2,30.0,650
WY,2022,3,15.0,716
WY,2022,4,2.0,683
WY,2022,5,0.0,676
WY,2022,6,3.0,692
WY,2022,7,7.0,687
WY,2022,8,4.0,692
WY,2022,9,2.0,664
WY,2022,10,2.0,668
WY,2022,11,8.0,644
WY,2022,12,3.0,683
WY,2023,1,0.0,616
WY,2023,2,1.0,551
WY,2023,3,3.0,613
WY,2023,4,0.0,596
WY,2023,5,0.0,578
WY,2023,6,0.0,515
WY,2023,7,0.0,499
WY,2023,8,0.0,510
WY,2023,9,0.0,492
WY,2023,10,2.0,463
